ID,Name,Concepticon_ID,Concepticon_Gloss,NorthEuraLex_Gloss,German,English,Russian
989_name,name,180.0,CALL BY NAME,nennen::VT,nennen [benennen],name [give a name to],назвать [давать имя]
990_call,call,1084.0,CALL,rufen::VT,rufen [herbeirufen],call [someone to come],"звать, позвать [кого-то]"
991_brag,brag,101.0,BOAST,prahlen::VI,prahlen [],brag [],хвастаться []
992_translate,translate,2906.0,TRANSLATE,übersetzen[Sprache]::VT,übersetzen [BSP:Text],translate [EX:text],перевести [НАПР:текст]
993_think,think,1415.0,THINK (REFLECT),denken::VI,denken [],think [],думать []
994_believe,believe,1890.0,BELIEVE,glauben::VT,glauben [],believe [],верить []
995_notice,notice,2893.0,NOTICE (SOMETHING),bemerken::VT,"bemerken [merken, sich bewusst werden]",notice [],заметить []
996_recognize,recognize,2870.0,RECOGNIZE (SOMEBODY),erkennen::VT,erkennen [wiedererkennen],recognize [],узна́ть []
997_grasp,grasp,,,begreifen::VT,begreifen [verstandesmäßig],"grasp [understand, become aware of the meaning of]","пости́чь, поня́ть [усвоить смысл чего-либо]"
998_understand,understand,1536.0,UNDERSTAND,verstehen::VT,"verstehen [akustisch, BSP:einen Zuruf]","understand [acoustically, EX:a call]",услышать [НАПР:оклик]
999_learn,learn,504.0,LEARN,lernen::VT,lernen [BSP:zu nähen],learn [EX:to sew],учиться [НАПР:шитью]
1000_know,know,1410.0,KNOW (SOMETHING),wissen::VT,wissen [Kenntnis haben von],know [be aware of],знать [быть осведомленным о]
1001_remember,remember,707.0,REMEMBER,sich_erinnern_an::VT,sich_erinnern_an [aus dem Gedächtnis zurückholen],remember [recall from one's memory],вспомнить [вернуться мыслью к]
1002_forget,forget,1523.0,FORGET,vergessen::VT,vergessen [die Erinnerung verlieren an],forget [lose remembrance of],забыть [утратить воспоминание о]
1003_measure,measure,1506.0,MEASURE,messen::VT,messen [BSP:die Höhe bestimmen von],measure [EX:ascertain the height of],мерить [НАПР:определять величину чего-либо]
1004_count,count,1420.0,COUNT,zählen::VT,zählen [die Anzahl bestimmen von],count [determine the number of],считать [перечислять по порядку]
1005_calculate,calculate,2867.0,CALCULATE,rechnen::VI,rechnen [mit Zahlen],calculate [reckon],считать [вычислять]
1006_read,read,724.0,READ,lesen::VT,lesen [BSP:Buch],read [EX:a book],читать [НАПР:книгу]
1007_paint,paint,2001.0,PAINTING,malen::VT,malen [BSP:Bild],paint [EX:a picture],рисовать [НАПР:картину]
1008_draw,draw,,,zeichnen::VT,zeichnen [BSP:Linie],draw [EX:a line],рисовать [НАПР:линию]
1009_write,write,1672.0,WRITE,schreiben::VT,schreiben [BSP:Brief],write [EX:a letter],писать [НАПР:письмо]
1010_own,own,684.0,OWN,besitzen::VT,besitzen [als Eigentum haben],own [possess],иметь [в своей собственности]
1011_buy,buy,1869.0,BUY,kaufen::VT,kaufen [BSP:Ware],buy [EX:goods],купить [НАПР:товар]
1012_sell,sell,1571.0,SELL,verkaufen::VT,verkaufen [BSP:Ware],sell [EX:goods],продать [НАПР:товар]
1013_payfor,pay for,,,bezahlen[Ware]::VT,bezahlen [BSP:Ware],pay for [EX:goods],заплатить [НАПР:за товар]
1014_pay,pay,718.0,PAY,zahlen::VI,zahlen [BSP:im Restaurant],pay [EX:in a restaurant],платить [НАПР:в ресторане]
1015_rule,rule,1846.0,RULE,beherrschen[Land]::VT,beherrschen [BSP:Land],rule [EX:country],владеть [НАПР:страной]
1016_endure,endure,833.0,ENDURE,ertragen::VT,ertragen [BSP:Schmerz],endure [EX:pain],"вытерпеть [выдержать, НАПР:боль]"
